date,value,group
9/9/13,0.956043956,0.963669483
9/10/13,0.967032967,0.84763039
9/11/13,0.950276243,0.948835872
9/12/13,0.928176796,0.9293837
9/13/13,0.944444444,0.935703455
9/16/13,0.938888889,0.963669483
9/17/13,0.93258427,0.84763039
9/18/13,0.966292135,0.948835872
9/19/13,0.966292135,0.9293837
9/20/13,0.95505618,0.935703455
9/23/13,0.943820225,0.963669483
9/24/13,0.97752809,0.84763039
9/25/13,0.983146067,0.948835872
9/26/13,0.955307263,0.9293837
9/27/13,0.921348315,0.935703455
9/30/13,0.95505618,0.963669483
10/1/13,0.966292135,0.84763039
10/2/13,0.949438202,0.948835872
10/3/13,0.95505618,0.9293837
10/4/13,0.960674157,0.935703455
10/7/13,0.926966292,0.963669483
10/8/13,0.938202247,0.84763039
10/9/13,0.95505618,0.948835872
10/10/13,0.971910112,0.9293837
10/11/13,0.915730337,0.935703455
10/15/13,0.915730337,0.963669483
10/16/13,0.994382022,0.84763039
10/17/13,0.97752809,0.948835872
10/18/13,0.971910112,0.9293837
10/21/13,0.971910112,0.935703455
10/22/13,0.983146067,0.963669483
10/23/13,0.983240223,0.84763039
10/24/13,0.968944099,0.948835872
10/25/13,0.977653631,0.9293837
10/28/13,0.943502825,0.935703455
10/29/13,0.95480226,0.963669483
10/30/13,0.944134078,0.84763039
10/31/13,0.94972067,0.948835872
11/1/13,0.938547486,0.9293837
11/4/13,0.94972067,0.935703455
11/6/13,0.983240223,0.963669483
11/7/13,0.972067039,0.84763039
11/8/13,0.938547486,0.948835872
11/12/13,0.916201117,0.9293837
11/13/13,0.961111111,0.935703455
11/14/13,0.894444444,0.963669483
11/15/13,0.916666667,0.84763039
11/18/13,0.939226519,0.948835872
11/19/13,0.955801105,0.9293837
11/20/13,0.955801105,0.935703455
11/21/13,0.922651934,0.963669483
11/22/13,0.91160221,0.84763039
11/25/13,0.922651934,0.948835872
11/26/13,0.966850829,0.9293837
11/27/13,0.756906077,0.935703455
12/2/13,0.928176796,0.963669483
12/3/13,0.928176796,0.84763039
12/4/13,0.933701657,0.948835872
12/5/13,0.933701657,0.9293837
12/6/13,0.933701657,0.935703455
12/9/13,0.845303867,0.963669483
12/10/13,0.878453039,0.84763039
12/11/13,0.906077348,0.948835872
12/12/13,0.926380368,0.9293837
12/13/13,0.900552486,0.935703455
12/16/13,0.939226519,0.963669483
12/17/13,0.923076923,0.84763039
12/18/13,0.956043956,0.948835872
12/19/13,0.961538462,0.9293837
12/20/13,0.824175824,0.935703455
1/2/14,0.790055249,0.963669483
1/6/14,0.950276243,0.84763039
1/7/14,0.685082873,0.948835872
1/8/14,0.934065934,0.9293837
1/9/14,0.950549451,0.935703455
1/10/14,0.950549451,0.963669483
1/13/14,0.967032967,0.84763039
1/14/14,0.93956044,0.948835872
1/15/14,0.956043956,0.9293837
1/16/14,0.956043956,0.935703455
1/17/14,0.93956044,0.963669483
1/21/14,0.879120879,0.84763039
1/22/14,0.434065934,0.948835872
1/23/14,0.912087912,0.9293837
1/24/14,0.917582418,0.935703455
1/27/14,0.93956044,0.963669483
1/28/14,0.901098901,0.84763039
1/29/14,0.93956044,0.948835872
1/30/14,0.969512195,0.9293837
1/31/14,0.846153846,0.935703455
2/3/14,0.786885246,0.963669483
2/4/14,0.923497268,0.84763039
2/5/14,0.56284153,0.948835872
2/6/14,0.93989071,0.9293837
2/7/14,0.928961749,0.935703455
2/10/14,0.93989071,0.963669483
2/11/14,0.956284153,0.84763039
2/12/14,0.961748634,0.948835872
2/13/14,0.453551913,0.9293837
2/14/14,0.715846995,0.935703455
2/24/14,0.93442623,0.963669483
2/25/14,0.950819672,0.84763039
2/26/14,0.93989071,0.948835872
2/27/14,0.93956044,0.9293837
2/28/14,0.928571429,0.935703455
3/3/14,0.923076923,0.963669483
3/4/14,0.928571429,0.84763039
3/5/14,0.967032967,0.948835872
3/6/14,0.934065934,0.9293837
3/7/14,0.928571429,0.935703455
3/10/14,0.901098901,0.963669483
3/11/14,0.857142857,0.84763039
3/12/14,0.912087912,0.948835872
3/13/14,0.91160221,0.9293837
3/14/14,0.889502762,0.935703455
3/17/14,0.912087912,0.963669483
3/18/14,0.945054945,0.84763039
3/19/14,0.956043956,0.948835872
3/20/14,0.945054945,0.9293837
3/21/14,0.906077348,0.935703455
3/24/14,0.883977901,0.963669483
3/25/14,0.922651934,0.84763039
3/26/14,0.900552486,0.948835872
3/27/14,0.901098901,0.9293837
3/28/14,0.917127072,0.935703455
3/31/14,0.945054945,0.963669483
4/1/14,0.961538462,0.84763039
4/2/14,0.961538462,0.948835872
4/3/14,0.972527473,0.9293837
4/4/14,0.944751381,0.935703455
4/7/14,0.967032967,0.963669483
4/8/14,0.923076923,0.84763039
4/9/14,0.972527473,0.948835872
4/10/14,0.951219512,0.9293837
4/11/14,0.751381215,0.935703455
4/23/14,0.917582418,0.963669483
4/24/14,0.944751381,0.84763039
4/25/14,0.950276243,0.948835872
4/28/14,0.955801105,0.9293837
4/29/14,0.961325967,0.935703455
4/30/14,0.988950276,0.963669483
5/1/14,0.966850829,0.84763039
5/2/14,0.961325967,0.948835872
5/5/14,0.933701657,0.9293837
5/6/14,0.944751381,0.935703455
5/7/14,0.950276243,0.963669483
5/8/14,0.928176796,0.84763039
5/9/14,0.928176796,0.948835872
5/12/14,0.933701657,0.9293837
5/13/14,0.966850829,0.935703455
5/14/14,0.950276243,0.963669483
5/15/14,0.961325967,0.84763039
5/16/14,0.906077348,0.948835872
5/19/14,0.961325967,0.9293837
5/20/14,0.972375691,0.935703455
5/21/14,0.972375691,0.963669483
5/22/14,0.944751381,0.84763039
5/23/14,0.762430939,0.948835872
5/27/14,0.895027624,0.9293837
5/28/14,0.955801105,0.935703455
5/29/14,0.988950276,0.963669483
5/30/14,0.944751381,0.84763039
6/2/14,0.944444444,0.948835872
6/3/14,0.850828729,0.9293837
6/4/14,0.950276243,0.935703455
6/6/14,0.895027624,0.963669483
6/9/14,0.651933702,0.84763039
6/10/14,0.955801105,0.948835872
6/11/14,0.928176796,0.9293837
6/12/14,0.939226519,0.935703455
6/13/14,0.917127072,0.963669483
6/16/14,0.906077348,0.84763039
6/17/14,0.933701657,0.948835872
6/18/14,0.928176796,0.9293837
6/19/14,0.928176796,0.935703455
6/20/14,0.872928177,0.963669483
6/23/14,0.895027624,0.84763039
6/24/14,0.839779006,0.948835872
6/25/14,0.834254144,0.9293837
6/26/14,0.779005525,0.935703455
