"date","value","group"
"2013-09-09",0.88974358974359,0.930670809257461
"2013-09-10",0.950520833333333,0.947352863706636
"2013-09-11",0.948453608247423,0.956796366852962
"2013-09-12",0.938144329896907,0.957401588876286
"2013-09-13",0.948586118251928,0.953038897259317
"2013-09-16",0.920308483290488,0.951678635175806
"2013-09-17",0.948586118251928,0.960147883105513
"2013-09-18",0.951156812339332,0.961644215678649
"2013-09-19",0.938303341902314,0.957920390537333
"2013-09-20",0.946015424164524,0.950049568133918
"2013-09-23",0.933161953727506,0.950095389750727
"2013-09-24",0.958762886597938,0.955134273930713
"2013-09-25",0.961240310077519,0.96038093280561
"2013-09-26",0.951156812339332,0.958919059923789
"2013-09-27",0.930412371134021,0.953262382967402
"2013-09-30",0.943298969072165,0.95355844451756
"2013-10-01",0.956410256410256,0.959981007636266
"2013-10-02",0.961538461538462,0.963135878159524
"2013-10-03",0.953846153846154,0.961526450558193
"2013-10-04",0.953846153846154,0.953877404654066
"2013-10-07",0.92051282051282,0.95106933848286
"2013-10-08",0.966666666666667,0.962350773149841
"2013-10-09",0.959079283887468,0.962084353285867
"2013-10-10",0.959079283887468,0.956699234872684
"2013-10-11",0.925831202046036,0.949195585377036
"2013-10-15",0.928388746803069,0.905162659311377
"2013-10-16",0.948979591836735,0.950019536572272
"2013-10-17",0.971938775510204,0.957337707456028
"2013-10-18",0.941326530612245,0.952419562185878
"2013-10-21",0.938931297709924,0.949297812783039
"2013-10-22",0.94910941475827,0.958071839400991
"2013-10-23",0.946564885496183,0.958799612695764
"2013-10-24",0.944,0.958265707212349
"2013-10-25",0.956632653061224,0.943945963204568
"2013-10-28",0.920918367346939,0.944771776463532
"2013-10-29",0.956632653061224,0.954734911436892
"2013-10-30",0.972010178117048,0.958387486164293
"2013-10-31",0.913486005089059,0.915149870016656
"2013-11-01",0.928571428571429,0.917857914507322
"2013-11-04",0.931122448979592,0.946738252460247
"2013-11-06",0.969387755102041,0.958844783417967
"2013-11-07",0.961538461538462,0.957279240084752
"2013-11-08",0.943589743589744,0.945565594050704
"2013-11-12",0.917737789203085,0.941106789982021
"2013-11-13",0.945876288659794,0.948400996359158
"2013-11-14",0.845360824742268,0.867121808495868
"2013-11-15",0.961340206185567,0.949769540939096
"2013-11-18",0.958762886597938,0.943971251203827
"2013-11-19",0.951156812339332,0.94742412328445
"2013-11-20",0.97172236503856,0.954634383692973
"2013-11-21",0.938618925831202,0.950653117364267
"2013-11-22",0.933503836317136,0.93939498502346
"2013-11-25",0.910714285714286,0.930994936805815
"2013-11-26",0.928571428571429,0.938242828599608
"2013-11-27",0.851282051282051,0.843393948198367
"2013-12-02",0.92051282051282,0.931214510241241
"2013-12-03",0.941025641025641,0.947654640570957
"2013-12-04",0.956410256410256,0.949652956726064
"2013-12-05",0.959079283887468,0.948799082116404
"2013-12-06",0.925831202046036,0.931464426625207
"2013-12-09",0.907692307692308,0.918394940521019
"2013-12-10",0.938775510204082,0.917005600500179
"2013-12-11",0.956632653061224,0.944978774368325
"2013-12-12",0.949333333333333,0.936578946064123
"2013-12-13",0.910714285714286,0.924058667652922
"2013-12-16",0.928388746803069,0.929027681919313
"2013-12-17",0.91304347826087,0.909384395480253
"2013-12-18",0.953964194373402,0.936260973726068
"2013-12-19",0.938618925831202,0.934776271503118
"2013-12-20",0.892583120204604,0.905053028159954
"2014-01-02",0.749360613810742,0.755809719173919
"2014-01-06",0.910485933503836,0.928544440125952
"2014-01-07",0.727040816326531,0.755841313853571
"2014-01-08",0.892857142857143,0.920130018209156
"2014-01-09",0.936224489795918,0.94708333270147
"2014-01-10",0.918575063613232,0.93245752290777
"2014-01-13",0.936386768447837,0.942902073272422
"2014-01-14",0.931297709923664,0.942748620482317
"2014-01-15",0.938775510204082,0.947918058867447
"2014-01-16",0.941326530612245,0.946576434437776
"2014-01-17",0.923469387755102,0.934945248543751
"2014-01-21",0.869897959183674,0.918481364692706
"2014-01-22",0.548469387755102,0.484860069939611
"2014-01-23",0.908163265306122,0.93133447308901
"2014-01-24",0.913486005089059,0.928286941110154
"2014-01-27",0.954198473282443,0.945929038577096
"2014-01-28",0.931297709923664,0.942482480438053
"2014-01-29",0.951653944020356,0.942640356446851
